artist,track,album,track_id
Kep1er,Up!,DOUBLAST,3XZAvh2NCDQYHgJei35VQ1
Kep1er,Happy Ending,LOVESTRUCK!,5wNbNbdfejtmNYq4jaMGWF
Sabrina Carpenter,Espresso,Espresso,2qSkIjg1o9h3YT9RAgYN75
Sabrina Carpenter,Please Please Please,Please Please Please,5N3hjp1WNayUPZrA8kJmJP
LAUV,All 4 Nothing (I'm So In Love),All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5
LAUV,Chasing Fire,I met you when I was 18. (the playlist),0wCiZgPLKt7M2aoPMBB6Tx
"KING TUT PROJECT, LIL GHETTI, Darius Da King",DARIUS SUPERPOWERS,DARIUS SUPERPOWERS,0wxnLvFYnayVWBBtOE9Wbr
Darius Da King,Stim Around The Clock,Stim Around The Clock,53Etrie1P3jkpWjm93UaRf
Billie Eilish,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,6dOtVTDdiauQNBQEDOtlAB
Lay Bankz,Tell Ur Girlfriend,After 7,3Vp4B9KshEPy72bwY0NJks
Benson Boone,Slow It Down,Fireworks & Rollerblades,51eSHglvG1RJXtL3qI5trr
"MAX, HUH YUNJIN",STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),LOVE IN STEREO,3W2kGv8CcwRl2MWQN5vxKL
Don Toliver,BANDIT,HARDSTONE PSYCHO,4Zu3P22LxNRhCi7FiLsQ53
JPEGMAFIA,don't rely on other men,don't rely on other men,2RZBNHSfrxyIs8u9ciLKLf
